kills,damage_dealt,placement,healing_used,revives_given,headshots,assists,tier,plus_minus_points,game_type
11,1688,75,615,3,16,9,Diamond,50,Squad
10,390,46,768,2,4,5,Silver,50,Solo
4,1991,68,856,4,0,0,Platinum,-19,Solo
14,1276,88,445,3,0,1,Diamond,12,Duo
1,1417,60,599,2,7,5,Ace,-14,Duo
11,550,44,272,2,7,5,Crown,50,Squad
9,589,30,970,4,12,7,Platinum,50,Squad
14,439,87,692,1,16,7,Ace,50,Squad
13,657,73,666,3,8,3,Conqueror,21,Duo
15,44,99,952,4,10,0,Diamond,32,Solo
13,371,28,898,4,6,2,Platinum,50,Solo
7,1581,66,424,3,12,9,Crown,24,Solo
19,306,71,532,0,14,1,Bronze,50,Squad
8,812,84,604,0,9,0,Conqueror,2,Squad
15,1987,13,176,1,4,2,Conqueror,50,Duo
0,1314,22,667,0,0,3,Bronze,20,Solo
17,973,87,994,4,6,3,Silver,49,Squad
7,798,9,684,3,10,9,Conqueror,50,Squad
19,1896,38,658,4,4,2,Ace,50,Duo
13,727,55,926,1,6,8,Gold,34,Solo
10,361,14,818,2,7,4,Silver,50,Squad
16,1773,24,390,4,4,1,Diamond,50,Solo
1,1800,65,51,2,18,1,Platinum,10,Duo
2,983,74,47,2,19,7,Gold,28,Duo
13,1685,78,17,3,11,5,Diamond,36,Solo
1,1172,35,619,0,2,1,Diamond,16,Solo
0,460,80,746,1,17,9,Bronze,25,Duo
13,349,84,750,2,7,6,Silver,35,Solo
9,865,20,873,3,10,1,Ace,50,Squad
16,567,28,956,3,12,3,Platinum,50,Solo
13,941,91,141,4,19,4,Silver,50,Solo
9,1166,42,341,4,1,5,Ace,43,Duo
11,1570,66,780,2,17,6,Ace,47,Squad
0,415,13,498,4,2,2,Bronze,26,Squad
12,1706,36,315,4,8,0,Silver,50,Duo
12,1786,53,270,0,8,3,Gold,28,Solo
9,1615,33,707,3,7,5,Platinum,50,Solo
5,1370,49,296,4,7,5,Gold,50,Squad
18,1963,6,231,3,13,6,Bronze,50,Squad
0,1075,23,180,3,2,3,Crown,16,Squad
2,327,22,96,4,16,0,Ace,49,Squad
11,1775,42,368,3,13,7,Diamond,50,Squad
18,1975,90,779,1,1,9,Gold,40,Solo
6,98,79,690,1,14,3,Ace,14,Solo
16,1597,100,398,1,5,8,Ace,36,Duo
0,1215,66,954,4,9,5,Conqueror,-16,Duo
8,433,8,891,4,10,2,Conqueror,50,Solo
4,249,100,335,2,3,3,Gold,-7,Duo
10,1678,57,417,1,13,1,Bronze,39,Squad
16,979,19,922,1,17,5,Bronze,50,Solo
14,852,80,839,3,15,5,Gold,50,Duo
9,440,29,136,2,18,8,Diamond,50,Duo
15,768,40,431,3,6,9,Silver,50,Duo
2,893,86,270,3,19,1,Gold,18,Duo
9,152,25,320,3,3,4,Diamond,50,Squad
13,35,5,650,1,0,2,Gold,50,Duo
6,563,28,254,0,19,3,Gold,50,Solo
9,1351,74,370,3,7,9,Platinum,28,Squad
18,1910,51,482,0,0,9,Silver,45,Duo
6,1314,44,273,0,2,3,Crown,32,Solo
19,1753,88,254,2,18,8,Diamond,50,Squad
18,1071,90,162,0,0,4,Gold,31,Solo
13,347,90,957,0,6,5,Crown,24,Solo
6,199,30,615,2,8,2,Conqueror,37,Solo
9,263,28,51,3,4,6,Crown,50,Duo
16,866,27,590,4,2,1,Gold,50,Solo
3,1362,98,970,2,19,6,Ace,23,Squad
12,1658,82,627,3,5,5,Crown,20,Duo
17,616,99,378,1,15,0,Platinum,50,Squad
0,605,21,766,4,3,0,Bronze,21,Solo
12,1229,51,550,4,1,7,Ace,13,Duo
0,104,78,776,0,2,5,Conqueror,-31,Duo
18,701,3,910,0,14,3,Platinum,50,Squad
11,675,82,440,2,12,2,Ace,25,Duo
12,44,26,520,3,18,9,Platinum,50,Duo
7,1113,71,593,3,2,8,Bronze,13,Duo
5,435,78,15,1,19,0,Conqueror,16,Squad
19,320,87,955,2,7,2,Gold,50,Squad
10,251,67,595,3,13,9,Bronze,44,Solo
7,1381,15,127,4,15,1,Diamond,50,Duo
11,1378,9,675,1,14,5,Bronze,50,Squad
8,1502,56,886,2,17,0,Conqueror,18,Solo
5,61,100,507,4,10,9,Ace,12,Solo
9,885,66,748,3,10,4,Platinum,26,Squad
18,1030,94,897,3,16,2,Conqueror,50,Squad
4,1963,19,605,0,12,0,Crown,45,Duo
12,865,13,336,0,18,7,Crown,50,Duo
2,1018,3,987,0,6,6,Ace,50,Duo
15,1472,66,43,3,5,4,Gold,35,Duo
2,25,66,761,0,4,7,Diamond,-9,Duo
10,1638,17,479,3,0,6,Diamond,50,Duo
12,105,89,615,2,5,5,Diamond,25,Squad
10,1486,29,885,3,7,3,Diamond,50,Solo
7,1846,48,735,0,5,0,Gold,42,Solo
5,1486,100,731,2,14,5,Diamond,21,Squad
13,984,8,631,4,8,9,Conqueror,50,Solo
15,1933,28,176,2,3,9,Bronze,50,Squad
17,1398,96,393,2,1,8,Diamond,32,Solo
2,790,85,158,0,10,1,Silver,0,Solo
13,1544,80,990,2,9,6,Crown,31,Solo
3,1467,53,730,1,18,3,Gold,20,Solo
2,335,45,157,3,14,8,Conqueror,50,Duo
5,1614,26,329,1,13,5,Gold,50,Squad
6,1819,81,225,2,17,2,Bronze,33,Duo
6,1531,72,934,4,7,4,Ace,1,Squad
13,1808,30,920,4,8,4,Bronze,50,Squad
18,710,43,508,3,8,0,Crown,50,Squad
1,1420,50,60,2,9,5,Ace,35,Duo
5,840,96,564,3,18,7,Conqueror,26,Squad
13,1442,71,918,3,14,6,Ace,47,Squad
11,555,5,123,3,10,2,Diamond,50,Duo
19,1771,52,307,0,17,3,Silver,50,Squad
8,405,81,507,2,12,1,Bronze,27,Duo
12,539,29,249,1,13,6,Conqueror,50,Solo
19,553,97,205,0,10,8,Platinum,50,Squad
7,1838,95,233,3,1,5,Ace,-7,Duo
18,1224,55,935,4,15,5,Ace,50,Squad
6,1872,82,652,3,11,0,Conqueror,0,Squad
19,182,9,56,3,1,2,Conqueror,50,Squad
8,1445,48,448,3,14,8,Silver,50,Squad
19,1586,74,19,2,13,6,Platinum,50,Solo
12,1054,33,669,3,7,4,Crown,50,Squad
12,890,82,751,1,14,3,Silver,50,Squad
3,316,56,132,0,14,1,Diamond,6,Duo
4,191,43,974,4,19,1,Diamond,50,Squad
7,256,98,208,2,0,9,Crown,-1,Squad
1,13,39,376,1,16,7,Ace,50,Duo
5,161,4,627,0,14,2,Gold,50,Solo
11,1747,78,725,1,19,6,Gold,50,Solo
19,389,19,88,0,10,4,Platinum,50,Solo
2,1112,58,876,0,5,4,Silver,-5,Solo
10,631,66,752,1,10,7,Ace,26,Duo
2,167,67,372,3,17,8,Bronze,27,Solo
17,1929,63,372,3,2,6,Bronze,39,Solo
18,502,56,476,0,6,8,Gold,50,Duo
12,1560,11,621,3,3,5,Ace,50,Duo
0,1642,22,519,0,6,9,Silver,42,Duo
15,1150,1,301,4,5,7,Crown,50,Solo
4,1980,1,818,1,0,7,Bronze,50,Solo
5,968,60,81,0,10,2,Ace,1,Duo
8,1816,85,995,3,19,1,Bronze,46,Squad
17,228,59,807,3,11,1,Bronze,50,Squad
10,421,55,549,3,14,9,Ace,38,Duo
18,1345,41,930,0,17,6,Silver,50,Solo
13,728,32,860,1,3,1,Silver,50,Solo
4,396,95,446,3,15,1,Ace,6,Solo
3,321,15,143,1,8,7,Silver,48,Solo
14,1874,95,344,0,16,8,Conqueror,46,Solo
12,346,34,523,4,15,5,Conqueror,50,Squad
8,760,91,753,4,19,8,Crown,43,Duo
15,1534,98,847,4,19,7,Gold,50,Duo
1,1874,44,234,3,17,0,Crown,46,Duo
3,1833,54,454,4,18,0,Silver,22,Squad
19,611,26,361,1,3,9,Ace,50,Squad
19,1099,62,817,4,2,8,Platinum,50,Squad
12,1130,71,652,4,8,8,Crown,35,Squad
0,1996,34,763,3,16,1,Platinum,47,Duo
7,1016,79,650,1,6,4,Ace,2,Squad
4,1483,79,656,4,10,0,Bronze,7,Solo
6,1749,81,979,3,14,7,Bronze,35,Duo
8,1781,91,152,1,0,2,Diamond,-7,Duo
11,1980,61,957,0,13,4,Gold,43,Squad
15,1231,77,712,4,16,5,Platinum,50,Duo
18,1740,14,358,4,16,6,Crown,50,Duo
17,1331,78,648,4,5,9,Bronze,50,Solo
8,1438,44,635,4,10,6,Ace,50,Solo
12,693,10,760,1,12,1,Conqueror,50,Solo
17,378,69,371,4,3,0,Diamond,26,Duo
14,1922,69,635,3,13,3,Ace,39,Duo
17,433,40,960,0,11,6,Gold,50,Squad
1,1012,4,676,1,16,8,Crown,50,Solo
12,1318,26,311,0,15,1,Ace,50,Duo
1,498,29,12,2,2,7,Gold,31,Duo
12,217,88,524,1,13,9,Diamond,50,Squad
12,906,80,170,2,0,7,Ace,10,Solo
8,8,23,538,1,3,8,Conqueror,50,Squad
12,251,80,21,1,3,3,Platinum,17,Duo
6,1290,83,390,3,16,6,Crown,26,Duo
4,714,57,326,4,15,6,Bronze,26,Solo
1,667,87,55,2,10,6,Ace,-6,Squad
8,639,67,591,4,11,6,Diamond,22,Solo
7,1720,66,816,3,7,1,Diamond,4,Squad
14,1756,100,67,3,1,2,Platinum,18,Duo
11,1933,34,659,1,15,5,Platinum,50,Duo
0,602,48,472,0,13,5,Ace,40,Duo
18,140,94,508,2,1,4,Bronze,44,Squad
18,1292,36,966,0,11,4,Diamond,50,Duo
10,1996,30,956,1,5,3,Crown,50,Duo
5,1744,23,150,4,2,0,Silver,38,Squad
9,1129,40,134,1,7,9,Conqueror,50,Squad
6,1683,47,581,3,19,0,Gold,50,Duo
0,1918,81,961,1,12,8,Ace,-1,Duo
0,1009,20,727,1,14,8,Gold,50,Duo
0,1147,98,199,1,10,6,Conqueror,-12,Duo
6,596,66,684,2,12,3,Platinum,16,Solo
12,317,40,467,2,9,5,Conqueror,50,Squad
19,1493,28,336,3,19,0,Crown,50,Duo
19,1849,57,736,0,18,6,Silver,50,Squad
11,79,47,544,0,6,7,Conqueror,50,Squad
3,533,50,137,2,4,0,Crown,22,Solo
5,1965,18,701,4,11,3,Crown,50,Squad
5,1020,29,813,3,15,8,Platinum,50,Solo
3,926,65,883,1,19,6,Gold,27,Solo
8,1098,27,159,2,8,8,Crown,50,Solo
17,464,34,389,3,1,2,Crown,50,Squad
0,997,43,42,0,17,4,Platinum,49,Solo
16,341,91,29,2,0,1,Silver,22,Solo
2,603,40,872,3,0,4,Conqueror,13,Duo
5,667,19,648,1,7,6,Silver,50,Duo
1,135,25,286,1,17,1,Diamond,50,Squad
1,884,29,198,3,7,7,Conqueror,30,Duo
11,1287,21,60,3,14,5,Platinum,50,Squad
16,118,26,748,0,5,9,Conqueror,50,Squad
4,1605,83,837,2,16,7,Gold,26,Solo
10,64,24,779,4,10,4,Ace,50,Solo
17,1050,8,750,2,6,7,Gold,50,Squad
8,369,24,128,4,14,9,Platinum,50,Duo
4,1365,50,631,0,14,8,Gold,50,Duo
15,401,8,339,4,15,1,Conqueror,50,Squad
10,776,70,445,0,12,5,Gold,39,Squad
12,314,12,816,0,4,8,Diamond,50,Solo
5,394,83,714,2,3,2,Silver,-3,Duo
18,346,32,525,1,17,9,Platinum,50,Squad
6,762,22,125,2,19,1,Ace,50,Solo
4,1444,37,740,4,0,2,Ace,18,Solo
17,204,14,387,3,17,7,Platinum,50,Duo
15,1376,25,931,4,15,1,Conqueror,50,Solo
8,339,41,769,4,10,0,Bronze,50,Squad
15,788,77,133,3,5,1,Conqueror,16,Solo
19,287,36,149,2,7,9,Silver,50,Duo
0,880,11,762,4,1,6,Silver,29,Squad
5,4,68,440,2,11,1,Diamond,6,Duo
0,871,27,570,1,6,8,Diamond,37,Squad
3,948,78,89,2,18,9,Ace,22,Solo
12,423,46,56,2,6,0,Conqueror,50,Squad
3,56,51,316,2,8,0,Conqueror,-18,Squad
17,1869,98,569,4,19,1,Diamond,50,Solo
4,326,81,41,1,19,8,Gold,40,Squad
10,676,37,183,4,12,5,Ace,50,Solo
11,1273,53,907,2,6,3,Diamond,20,Squad
16,1821,8,450,1,2,5,Diamond,50,Solo
4,373,99,878,1,7,2,Ace,-10,Squad
19,856,96,528,2,14,8,Bronze,50,Squad
12,1805,49,793,3,10,7,Ace,50,Squad
6,784,58,828,2,14,1,Conqueror,8,Duo
14,247,94,425,0,10,4,Bronze,47,Duo
7,60,71,397,1,17,5,Bronze,45,Squad
14,1486,32,74,4,10,3,Silver,50,Duo
4,1907,40,474,3,6,5,Silver,44,Solo
12,217,95,906,2,16,5,Ace,38,Solo
5,216,71,897,3,2,0,Conqueror,-21,Solo
8,1186,98,885,1,8,1,Platinum,13,Squad
14,1154,45,185,1,16,6,Conqueror,50,Squad
14,1159,82,998,0,9,0,Crown,28,Duo
11,613,91,691,0,11,8,Crown,35,Duo
3,1313,39,90,3,1,3,Gold,29,Duo
17,1140,83,284,1,1,3,Diamond,27,Duo
1,738,25,88,2,4,8,Ace,29,Duo
0,1394,9,954,1,19,3,Silver,50,Squad
16,1381,61,963,2,10,1,Crown,41,Squad
15,245,10,107,2,2,3,Diamond,50,Solo
5,1051,13,291,3,9,5,Crown,50,Duo
4,720,10,461,0,11,4,Crown,50,Solo
3,880,57,298,3,7,8,Gold,6,Solo
11,1974,16,261,3,14,8,Bronze,50,Squad
1,1851,48,264,0,5,5,Silver,37,Duo
3,851,100,429,4,8,0,Conqueror,-15,Solo
4,1025,71,614,4,0,0,Diamond,-23,Duo
5,1069,15,923,2,7,6,Diamond,45,Solo
15,900,93,1,3,7,1,Crown,31,Squad
19,159,70,757,4,3,9,Diamond,48,Duo
6,523,15,575,1,18,8,Crown,50,Squad
19,1127,76,566,3,3,0,Silver,40,Duo
5,690,37,501,2,1,9,Bronze,50,Duo
7,242,36,906,1,13,7,Ace,50,Solo
15,330,32,867,2,10,1,Bronze,50,Squad
6,1157,35,476,0,1,5,Silver,45,Duo
8,747,61,85,2,16,5,Crown,28,Solo
3,1264,26,916,2,1,3,Silver,28,Solo
5,208,44,806,1,6,9,Platinum,50,Squad
13,844,87,940,0,15,7,Platinum,50,Duo
15,887,84,183,1,9,5,Diamond,38,Solo
1,1113,51,407,4,5,1,Platinum,-18,Duo
8,491,50,31,1,11,2,Silver,50,Solo
10,1580,84,693,0,14,6,Bronze,46,Duo
12,183,41,12,2,1,8,Crown,50,Squad
13,1382,59,886,4,4,9,Gold,35,Duo
19,1633,9,187,2,15,7,Platinum,50,Duo
14,1939,46,796,3,13,9,Platinum,50,Solo
19,1454,85,750,3,1,0,Bronze,37,Duo
5,1883,17,671,2,17,8,Crown,50,Solo
0,1282,26,505,4,10,6,Diamond,40,Duo
11,1231,54,982,2,5,0,Platinum,14,Squad
4,90,6,639,1,17,1,Crown,50,Duo
16,1346,27,464,4,18,3,Diamond,50,Duo
4,899,19,660,4,7,6,Crown,44,Duo
19,1833,60,172,3,1,6,Crown,33,Solo
19,861,19,57,4,18,4,Bronze,50,Squad
19,1753,5,308,2,9,8,Silver,50,Solo
7,115,20,35,4,12,5,Crown,50,Duo
9,1093,34,507,0,12,4,Conqueror,50,Solo
11,1073,44,769,1,16,2,Diamond,50,Duo
10,113,78,598,0,9,2,Silver,24,Solo
2,182,38,73,2,2,3,Platinum,26,Duo
16,1738,9,721,0,11,7,Gold,50,Squad
13,1798,81,57,1,12,9,Diamond,48,Duo
6,1742,68,922,0,17,5,Conqueror,21,Duo
16,746,63,692,4,19,9,Conqueror,50,Solo
10,824,55,513,1,4,4,Diamond,12,Duo
8,37,71,215,2,0,6,Bronze,9,Duo
0,1870,89,585,3,8,1,Diamond,-17,Duo
15,204,13,368,1,2,4,Platinum,50,Squad
9,137,47,865,2,17,2,Silver,50,Squad
6,328,67,499,2,19,9,Silver,42,Solo
7,1475,56,370,0,4,6,Ace,1,Duo
7,46,3,768,0,2,8,Diamond,50,Solo
13,735,76,892,3,1,0,Bronze,18,Duo
12,361,13,643,2,16,4,Silver,50,Solo
6,1898,10,598,3,16,7,Diamond,50,Solo
12,598,64,284,4,19,9,Diamond,50,Squad
4,486,93,999,3,11,4,Platinum,9,Solo
3,609,31,405,3,11,4,Silver,50,Squad
12,884,56,2,2,16,7,Diamond,50,Duo
16,582,40,360,1,12,7,Bronze,50,Duo
7,179,66,985,0,3,7,Crown,3,Squad
7,1174,73,918,2,16,1,Diamond,26,Squad
6,760,30,681,2,6,0,Ace,40,Squad
13,1815,90,810,2,2,1,Bronze,23,Squad
4,1909,4,104,0,3,7,Gold,50,Squad
7,1946,77,652,4,12,4,Gold,24,Duo
5,1770,91,660,2,16,1,Silver,24,Duo
12,1889,75,92,1,19,6,Gold,50,Duo
6,1596,1,368,4,2,7,Crown,50,Squad
4,192,82,469,1,17,4,Platinum,23,Duo
12,1917,25,338,4,18,6,Platinum,50,Solo
19,1800,24,615,3,0,8,Conqueror,50,Duo
15,744,63,307,0,15,9,Platinum,50,Solo
6,1394,14,882,1,8,6,Diamond,50,Duo
16,1902,79,198,1,16,1,Conqueror,42,Solo
14,2,10,594,2,16,3,Gold,50,Squad
16,478,47,616,4,8,6,Gold,50,Solo
14,1256,30,963,2,1,4,Diamond,50,Solo
10,747,31,781,2,14,7,Bronze,50,Solo
10,1101,84,647,4,7,5,Gold,22,Solo
2,1383,98,507,1,12,1,Bronze,8,Squad
12,398,20,659,0,18,8,Silver,50,Duo
13,596,82,43,0,4,7,Platinum,32,Squad
10,626,43,410,3,15,1,Crown,50,Solo
6,158,24,686,3,18,1,Ace,50,Squad
18,958,1,871,2,15,4,Platinum,50,Squad
7,1622,60,119,3,10,5,Ace,13,Duo
3,1275,96,56,3,6,8,Silver,7,Squad
9,1852,43,307,3,10,2,Ace,50,Squad
3,1780,91,963,2,14,1,Conqueror,-2,Solo
15,1428,55,287,2,12,3,Platinum,42,Solo
11,950,14,292,2,19,4,Bronze,50,Solo
14,1700,70,167,3,14,2,Crown,42,Duo
16,32,6,337,0,4,3,Ace,50,Solo
18,1089,11,869,4,16,2,Gold,50,Duo
6,847,10,569,3,1,3,Ace,50,Squad
18,225,94,351,3,15,5,Diamond,50,Solo
7,168,87,359,4,2,6,Diamond,1,Solo
18,1769,83,908,3,14,9,Gold,50,Squad
2,1,3,80,0,19,6,Silver,50,Squad
9,1741,4,428,0,18,2,Conqueror,50,Solo
8,1996,96,434,3,18,6,Conqueror,29,Solo
4,1595,68,140,3,17,1,Conqueror,8,Solo
10,902,12,766,2,0,1,Silver,50,Squad
14,1765,36,533,0,19,6,Gold,50,Squad
2,414,98,690,2,18,4,Ace,11,Solo
9,956,31,146,4,15,9,Platinum,50,Squad
0,1958,71,833,1,13,6,Crown,0,Squad
10,820,38,437,2,4,3,Bronze,50,Solo
15,1362,60,914,2,1,3,Crown,20,Squad
12,893,87,428,3,16,0,Diamond,35,Solo
4,1645,34,816,1,14,2,Platinum,50,Squad
12,1384,23,805,0,3,3,Gold,50,Squad
2,1390,92,455,2,7,8,Crown,-4,Squad
14,1417,84,450,3,4,2,Bronze,31,Duo
0,787,70,376,1,10,0,Ace,-19,Duo
14,183,33,652,3,19,9,Diamond,50,Solo
8,520,32,841,3,3,7,Ace,48,Duo
7,1014,11,390,2,7,7,Diamond,50,Squad
10,810,49,52,4,2,2,Platinum,46,Solo
5,64,43,329,2,10,7,Conqueror,50,Duo
5,1807,95,153,1,15,5,Platinum,24,Duo
7,328,94,194,4,12,5,Bronze,33,Squad
16,347,99,31,3,2,6,Diamond,34,Squad
9,370,56,169,1,7,0,Crown,7,Duo
11,1795,80,169,2,5,5,Platinum,23,Squad
2,1846,84,668,1,1,3,Silver,-17,Squad
4,464,52,25,1,15,5,Bronze,24,Solo
3,636,83,853,0,7,9,Bronze,14,Squad
12,1290,69,435,1,4,8,Crown,25,Squad
3,1151,78,527,3,1,2,Silver,-16,Squad
6,1390,47,87,1,14,1,Platinum,50,Solo
5,104,77,288,3,9,2,Conqueror,-4,Solo
18,147,20,834,0,6,6,Diamond,50,Duo
6,303,37,783,2,0,2,Bronze,40,Duo
6,1703,55,528,3,1,8,Silver,6,Squad
19,629,17,117,4,19,5,Gold,50,Squad
4,321,57,74,0,12,8,Crown,13,Solo
16,1543,57,576,1,14,4,Conqueror,50,Squad
10,833,2,943,4,10,9,Silver,50,Duo
10,1361,38,824,2,16,2,Ace,50,Duo
16,513,54,697,2,11,0,Platinum,39,Solo
18,1367,54,757,3,4,5,Platinum,42,Duo
16,578,35,369,2,13,5,Silver,50,Squad
15,105,17,313,2,6,5,Conqueror,50,Solo
6,1916,48,411,3,11,2,Gold,50,Duo
15,750,72,78,3,16,9,Platinum,50,Squad
17,343,5,194,4,9,8,Ace,50,Squad
2,806,51,619,2,6,1,Crown,-16,Solo
2,1103,16,951,4,19,1,Silver,50,Duo
14,382,31,862,2,2,0,Gold,50,Duo
7,1986,62,620,0,13,0,Diamond,17,Squad
0,935,95,12,0,16,0,Platinum,1,Duo
4,1245,70,212,4,12,9,Bronze,24,Solo
9,907,17,129,3,14,7,Conqueror,50,Squad
2,1377,59,260,3,18,6,Bronze,31,Squad
0,809,54,912,4,7,8,Bronze,1,Squad
4,1801,39,317,0,19,4,Bronze,50,Duo
17,438,19,399,2,13,5,Conqueror,50,Duo
12,895,56,280,1,5,7,Ace,21,Duo
13,712,72,533,0,18,1,Bronze,50,Solo
11,1528,77,997,1,8,4,Silver,31,Duo
19,699,97,728,3,16,2,Gold,50,Duo
1,1204,96,812,0,0,6,Diamond,-23,Duo
10,1950,97,892,3,11,3,Diamond,28,Squad
17,904,69,413,2,9,0,Diamond,40,Duo
7,131,5,285,4,9,3,Diamond,50,Duo
12,1208,31,366,2,14,7,Gold,50,Solo
0,1335,82,638,1,5,5,Ace,-20,Solo
1,1659,33,427,2,4,4,Conqueror,20,Squad
4,86,81,195,2,0,3,Diamond,-20,Squad
17,848,65,973,3,19,3,Bronze,50,Solo
12,1829,27,384,3,6,7,Ace,50,Duo
14,82,15,865,0,17,6,Platinum,50,Duo
15,1144,31,351,1,18,5,Diamond,50,Solo
10,710,44,626,1,17,2,Ace,50,Duo
10,669,39,85,0,8,7,Bronze,50,Solo
13,629,58,608,1,16,4,Silver,50,Solo
1,1170,4,611,1,10,3,Platinum,50,Solo
15,1936,41,807,4,12,0,Ace,50,Squad
8,1392,6,558,1,6,3,Platinum,50,Squad
6,1590,78,172,4,5,7,Silver,12,Solo
19,1974,96,980,3,2,0,Platinum,33,Duo
1,358,70,342,1,9,0,Silver,-6,Solo
9,1724,32,351,3,14,1,Diamond,50,Duo
0,1333,7,324,0,14,6,Diamond,50,Duo
8,284,84,911,1,3,0,Bronze,5,Solo
1,1957,8,2,0,13,3,Bronze,50,Solo
18,618,14,634,2,13,8,Ace,50,Squad
7,214,54,776,1,0,9,Platinum,4,Squad
4,1119,67,165,1,0,3,Bronze,-10,Squad
3,1061,89,282,0,15,8,Crown,18,Duo
7,277,40,569,1,2,1,Gold,41,Duo
17,1743,93,558,3,4,0,Silver,38,Squad
8,1974,87,629,2,3,4,Ace,-1,Squad
10,1664,58,921,2,8,5,Crown,18,Solo
0,480,88,42,1,2,1,Bronze,-21,Duo
2,1810,15,208,4,17,9,Silver,50,Solo
6,133,1,234,2,17,6,Ace,50,Squad
16,1338,42,802,4,9,2,Conqueror,50,Solo
6,1726,40,76,1,11,1,Diamond,50,Duo
9,528,30,434,1,15,0,Silver,50,Solo
14,433,54,226,0,7,3,Conqueror,23,Duo
13,1298,99,709,4,9,1,Conqueror,20,Duo
10,1902,15,219,1,4,8,Silver,50,Solo
6,1902,7,672,0,13,1,Platinum,50,Squad
16,1216,27,420,3,16,7,Platinum,50,Solo
12,1967,39,248,3,7,7,Platinum,50,Solo
17,133,29,637,1,17,1,Platinum,50,Squad
15,26,80,370,1,17,1,Ace,48,Duo
0,478,41,527,2,2,3,Ace,13,Duo
18,1746,97,709,4,11,1,Silver,50,Squad
2,1406,90,751,3,4,7,Silver,-3,Duo
18,1595,45,258,4,12,8,Conqueror,50,Squad
2,209,74,587,0,18,9,Gold,26,Solo
7,252,11,967,3,2,8,Ace,40,Solo
11,1133,27,493,2,18,6,Diamond,50,Squad
3,23,81,581,4,9,7,Ace,1,Duo
7,255,50,557,1,5,7,Silver,50,Solo
9,1500,30,237,1,19,3,Diamond,50,Squad
18,50,53,962,0,15,6,Gold,50,Squad
7,280,93,819,2,4,6,Conqueror,-2,Squad
14,1570,44,403,4,8,0,Bronze,50,Duo
7,1843,15,205,2,14,4,Diamond,50,Solo
17,892,17,734,0,16,7,Platinum,50,Duo
1,1269,11,81,0,0,5,Platinum,23,Squad
5,769,81,415,1,9,2,Bronze,11,Solo
2,662,15,578,3,2,5,Conqueror,18,Solo
17,379,75,454,1,18,1,Bronze,50,Squad
13,290,35,393,0,9,1,Ace,50,Squad
14,1199,69,874,0,7,8,Conqueror,31,Duo
14,1998,43,435,4,19,7,Platinum,50,Squad
14,288,78,503,1,16,8,Silver,50,Solo
6,264,65,921,3,0,0,Platinum,-14,Duo
15,799,70,33,2,6,7,Conqueror,33,Squad
7,1244,57,225,3,5,6,Crown,6,Duo
16,459,43,212,2,4,5,Diamond,50,Duo
0,1406,62,634,4,9,6,Conqueror,-16,Squad
0,1867,52,853,0,1,7,Gold,-16,Solo
15,1570,45,703,3,5,3,Bronze,50,Duo
15,1489,82,613,2,2,5,Conqueror,18,Duo
5,662,70,669,2,0,3,Platinum,-14,Squad
12,1178,77,950,0,12,6,Silver,46,Duo
15,1534,11,9,0,5,7,Ace,50,Squad
1,1344,34,787,2,12,6,Platinum,50,Squad
17,1520,12,929,4,6,1,Platinum,50,Duo
11,473,88,363,0,14,9,Gold,46,Solo
9,496,12,298,4,11,5,Ace,50,Duo
6,1188,30,710,3,10,8,Bronze,50,Duo
7,509,79,205,2,0,0,Conqueror,-23,Squad
12,1727,1,425,4,5,6,Diamond,50,Duo
7,1629,65,343,2,16,4,Gold,30,Solo
9,993,93,899,1,1,1,Platinum,-1,Duo
12,747,16,660,1,5,6,Crown,50,Duo
15,332,47,676,3,1,3,Ace,50,Solo
16,901,61,188,2,11,7,Gold,50,Solo
4,1940,15,243,3,15,5,Platinum,50,Duo
9,957,51,511,4,4,3,Ace,3,Squad
11,1171,85,498,2,16,6,Bronze,49,Solo
8,972,84,149,0,0,8,Crown,1,Duo
7,225,12,477,4,14,7,Conqueror,50,Duo
2,1885,27,510,4,7,3,Conqueror,29,Squad
17,1753,55,853,4,17,1,Bronze,50,Duo
18,169,100,450,0,13,8,Bronze,50,Squad
9,920,92,785,0,4,1,Crown,2,Solo
18,1172,98,57,0,17,0,Crown,50,Duo
11,1827,36,172,4,19,6,Gold,50,Squad
16,1748,71,522,3,5,4,Gold,38,Duo
11,1904,57,204,4,16,9,Platinum,50,Duo
17,1128,5,967,0,2,7,Silver,50,Squad
9,433,59,737,2,13,5,Diamond,33,Squad
18,709,91,485,0,7,7,Gold,50,Squad
6,1259,72,581,1,18,1,Conqueror,16,Solo
11,1202,53,852,2,19,1,Conqueror,39,Squad
8,1499,88,310,2,15,9,Platinum,36,Solo
7,202,71,689,1,3,5,Silver,8,Duo
3,1529,13,320,3,3,2,Conqueror,20,Duo
14,1013,78,291,4,5,8,Conqueror,26,Duo
4,1200,78,102,3,5,1,Diamond,-10,Duo
11,539,64,416,0,15,2,Platinum,35,Solo
4,1338,81,379,3,15,8,Gold,25,Solo
19,1268,17,915,1,3,3,Conqueror,50,Duo
7,1089,21,547,0,14,4,Gold,50,Duo
18,1548,59,558,4,4,8,Ace,37,Solo
3,518,54,834,4,14,4,Gold,14,Solo
13,1865,67,359,0,5,5,Crown,22,Solo
13,1282,28,256,0,5,4,Crown,50,Squad
12,670,62,44,2,19,9,Platinum,50,Squad
1,629,94,675,1,1,4,Conqueror,-32,Duo
